u_idx,v_idx,actual,pred
2004,778,5.0,3.6445642
2009,59,4.0,3.568883
2009,1641,5.0,3.55204
2014,272,3.0,3.7780354
2016,884,5.0,3.565835
2024,1149,5.0,3.5327425
2024,1524,4.5,3.5003786
2025,342,5.0,3.773234
2026,121,4.5,3.5266967
2026,473,3.5,3.8069766
2026,514,3.5,3.6443994
2026,801,4.0,3.606858
2026,824,4.5,3.4671268
2026,1080,4.5,3.5686355
2027,456,5.0,2.7907133
2029,1885,3.5,2.741433
2029,2109,4.0,3.6196208
2032,203,5.0,3.5373693
2035,213,5.0,3.655001
2035,536,4.0,3.6844954
2036,281,4.0,3.0957487
2036,1430,4.0,3.055739
2043,2024,4.0,3.2211914
2047,2168,3.5,3.6434708
2052,1007,3.5,3.6991258
2052,1088,3.5,3.565319
2057,331,4.5,3.834468
2060,97,4.0,3.234075
2060,506,3.5,3.3977501
2061,147,5.0,3.5204697
2075,265,4.5,3.90279
2075,1258,4.5,3.8135426
2076,172,2.0,3.9304304
2082,952,4.0,3.990729
2084,1127,4.0,3.6216319
2084,2305,4.5,3.821771
2087,131,4.5,3.8047833
2087,1255,5.0,3.8145895
2087,1669,5.0,3.703699
2087,2686,5.0,3.807415
2089,94,2.5,3.9885435
2090,146,4.0,3.8748717
2090,375,4.0,3.7964664
2090,719,2.5,3.2435973
2090,872,1.0,3.9377928
2090,1573,2.0,3.8167217
2090,1873,1.5,3.5841942
2095,2160,4.0,3.4954538
2095,2334,3.5,4.302599
2099,598,5.0,2.926579
2101,837,5.0,3.177968
2101,868,4.0,3.0370414
2101,1048,5.0,2.92911
2106,34,3.0,3.174221
2113,592,4.0,3.4336278
2113,913,4.5,3.2531838
2114,840,4.0,3.245246
2116,257,4.5,4.1487265
2116,1323,4.5,3.5025814
2118,607,3.0,3.5707772
2118,2344,3.0,3.763757
2122,1011,5.0,3.6618323
2123,369,5.0,3.7680395
2123,500,4.0,4.2456403
2123,1879,5.0,4.0544167
2128,629,3.0,3.7782903
2128,1286,1.0,3.641707
2131,261,3.0,3.6965108
2135,2492,1.5,4.540951
2139,363,3.5,4.8786297
2139,596,3.5,3.7345362
2141,83,3.5,3.8530726
2146,1110,5.0,3.5659137
2148,1168,2.5,3.5309196
2149,192,5.0,4.6642656
2149,554,5.0,4.4540977
2151,139,2.5,4.4959598
2151,188,2.0,4.566293
2151,689,2.0,4.4920993
2151,2974,2.0,4.451311
2152,496,5.0,3.3652003
2152,908,5.0,3.361568
2152,1040,5.0,3.5066075
2152,1115,5.0,3.441914
2152,2149,5.0,4.442835
2152,2743,5.0,3.7390304
2159,136,1.5,3.182487
2161,2500,4.0,3.1791022
2164,2233,5.0,3.648385
2166,2133,3.0,3.4716978
2175,706,4.5,2.7882786
2175,963,4.5,2.976734
2175,1025,5.0,2.687409
2175,1419,4.5,2.7609391
2175,1846,4.5,3.0342903
2175,2004,4.5,3.103354
2178,415,4.5,3.2858486
2178,1183,3.0,3.3747272
2178,1357,5.0,3.0920758
2178,1471,4.5,3.5047874
2178,1564,4.0,3.0869148
2178,1658,5.0,3.3037453
2178,1806,4.0,3.2879088
2178,2212,4.0,2.988432
2178,2708,4.5,3.2006977
2180,376,2.5,3.161899
2181,165,4.0,2.9271998
2181,273,2.5,2.8472514
2181,339,2.0,3.1094527
2181,728,3.0,3.0401933
2181,885,3.0,3.0477877
2182,6,3.5,4.3797965
2182,315,2.0,4.43768
2182,1395,2.5,4.538745
2189,1644,5.0,4.158548
2189,2294,5.0,4.0829744
2190,1564,5.0,4.1313353
2191,832,5.0,3.5198164
2191,945,4.5,3.590856
2191,1192,4.0,3.8516946
2191,1855,4.0,3.6936004
2192,387,4.5,3.7541127
2193,155,4.0,2.3799896
2193,853,5.0,2.6520195
2193,1045,5.0,3.0058208
2193,1764,5.0,2.9159875
2193,1765,5.0,2.9015417
2193,2094,5.0,4.1185617
2195,691,3.5,3.6464887
2199,1073,5.0,3.7497337
2201,101,3.5,3.4988117
2201,241,3.5,3.5656276
2201,336,2.5,3.6284032
2201,626,3.5,3.547834
2204,1130,3.0,3.218541
2205,254,2.5,2.9631953
2205,343,2.0,4.9072185
2205,551,3.0,4.911606
2205,1752,4.0,4.878146
2207,1059,5.0,3.4542534
2210,129,2.0,3.2590182
2210,374,5.0,3.9237595
2214,1997,3.5,4.0497336
2215,239,5.0,3.7870116
2216,718,2.5,2.7312188
2216,1064,4.5,2.857235
2216,1121,3.5,2.890951
2219,192,4.0,4.0151987
2219,320,4.0,3.9140518
2220,98,4.5,3.4597394
2220,880,5.0,3.450944
2220,1281,4.0,4.2147603
2221,31,3.5,4.1233025
2221,123,3.5,4.228141
2221,185,4.0,4.2146974
2221,222,4.0,4.4628725
2221,255,4.0,3.839381
2221,321,3.5,4.151212
2221,957,3.5,4.0538406
2221,969,3.0,4.043065
2223,6,3.5,3.9745908
2227,212,5.0,4.011442
2235,1110,3.5,3.8318076
2236,1216,3.0,3.8446016
2236,1503,5.0,3.6382558
2238,320,5.0,4.298437
2238,484,5.0,4.192459
2238,1089,4.5,4.166201
2238,1398,5.0,4.4277873
2238,2700,4.5,4.14373
2242,5,4.5,4.391819
2242,323,4.0,4.3580027
2242,423,4.0,4.271146
2242,903,5.0,3.3175066
2242,2019,3.0,4.2257915
2245,241,1.0,3.6743374
2246,1811,5.0,3.7712317
2251,66,4.0,3.7008593
2251,189,4.0,4.11206
2251,548,4.5,3.8679967
2251,1817,4.0,3.580479
2251,2586,3.0,2.8483505
2251,2895,5.0,4.2044783
2258,575,4.5,4.177307
2258,701,5.0,3.7582603
2258,707,4.0,3.7827253
2258,2333,5.0,4.1188364
2260,59,2.0,4.133771
2260,104,1.5,3.660509
2260,203,2.5,3.6665452
2261,1757,5.0,4.9011683
2261,2587,5.0,4.5033793
2263,2182,4.5,4.510708
2265,947,3.5,4.4161005
2265,1275,3.0,3.381194
2265,2406,4.0,2.8016307
2267,668,4.0,3.4379888
2276,82,4.0,3.2643533
2278,554,1.5,3.039538
2279,935,3.0,3.5778458
2279,2028,2.5,2.9900122
2287,1025,3.5,3.006164
2291,2749,4.5,3.0628953
2294,30,5.0,3.0062196
2294,403,4.5,3.3855872
2294,2392,3.5,3.1028838
2295,304,3.5,3.941567
2298,484,4.0,3.761337
2303,656,5.0,3.815135
2304,128,1.5,3.9044704
2304,1742,5.0,3.5406618
2305,1919,5.0,3.652934
2307,1511,4.5,3.7686486
2313,853,4.5,3.815628
2315,0,4.0,4.132637
2315,215,3.0,3.583968
2315,272,3.5,4.1892476
2315,823,2.0,4.002713
2315,932,4.0,4.003955
2315,1493,4.0,3.8643484
2315,1782,4.0,3.450209
2317,263,5.0,2.9933527
2317,2788,5.0,2.8857174
2320,2254,5.0,3.0772238
2322,58,4.5,2.8150558
2322,1678,4.5,3.0347939
2322,1982,4.5,2.9921465
2325,1590,4.5,2.9275565
2325,2374,4.5,3.0507162
2327,486,2.5,2.9090483
2327,764,4.0,3.161488
2327,1065,2.5,3.1733341
2327,1802,4.5,4.5492897
2328,2807,2.5,4.042001
2332,2230,4.0,4.497879
2340,82,4.0,4.6764617
2341,188,4.0,4.10688
2341,291,5.0,3.8343487
2343,742,4.5,3.5124927
2347,401,3.5,3.7972178
2351,252,5.0,3.7688751
2351,469,5.0,3.9063327
2352,68,3.0,3.7089438
2352,151,4.0,3.8308706
2352,687,4.0,4.3879614
2352,1648,3.0,3.0617585
2352,2418,3.5,3.0076623
2352,2614,3.0,3.2482996
2356,24,3.5,3.1885514
2356,843,4.0,3.4541786
2358,1244,5.0,3.2200158
2361,1819,2.0,3.310028
2364,179,4.5,3.2584271
2364,516,3.5,3.4400816
2364,665,4.0,3.372377
2364,857,4.0,3.0427115
2366,484,4.0,3.665331
2370,667,4.0,3.9987326
2370,690,3.5,4.1641293
2372,399,3.0,3.809309
2373,1016,1.5,3.2879448
2376,405,5.0,3.4515002
2376,527,5.0,3.0938258
2376,1023,4.0,3.6294422
2378,86,3.5,4.3735137
2378,1143,3.0,4.2276845
2390,1638,4.0,4.626695
2393,101,1.5,4.376562
2393,2212,5.0,4.3763075
2393,2326,4.0,4.896095
2393,2372,5.0,4.865613
2393,2784,3.5,4.924954
2395,1020,3.5,4.7742233
2397,469,4.0,4.8949814
2399,180,3.5,4.9146037
2399,918,4.0,4.902763
2400,211,2.0,4.9612813
2400,349,2.0,4.8795495
2400,818,2.0,4.8118515
2400,1464,2.5,3.5678048
2400,1622,3.0,3.2983584
2400,1813,1.0,3.4049795
2400,1984,2.0,4.1296153
2400,2051,2.0,2.4586883
2400,2138,2.0,2.5648983
2400,2383,1.0,2.5653443
2401,1524,3.0,2.3922443
2402,908,2.5,2.5044718
2402,2238,4.5,2.4146
2405,1555,2.0,2.4562438
2405,1959,3.0,2.594379
2406,5,5.0,2.554847
2406,1355,3.0,2.395965
2407,466,5.0,2.414926
2409,431,2.0,2.4422705
2409,767,2.0,2.4570165
2409,1295,3.0,2.4117107
2409,2223,4.0,2.4741538
2410,866,4.0,2.602326
2410,1160,4.5,4.3583846
2411,304,2.0,4.0211883
2415,2225,3.0,3.9767528
2418,1077,1.5,4.1282835
2418,1121,5.0,3.1069503
2418,2192,5.0,3.2599955
2419,1856,3.5,3.2425857
2430,629,3.5,3.1735802
2430,2024,3.0,3.4986424
2435,518,2.5,4.1013875
2436,204,3.0,3.0963573
2436,1062,4.5,3.0935097
2437,1539,4.0,3.398796
2439,41,3.0,3.6212564
2439,1240,3.5,3.691535
2454,297,5.0,3.7880962
2455,549,5.0,3.941332
2457,558,5.0,3.3290472
2457,720,5.0,3.3566704
2458,5,4.0,3.936875
2458,93,4.5,4.1447916
2458,851,5.0,4.4065804
2458,1049,2.5,4.149466
2460,215,4.5,4.004183
2460,429,3.0,4.0674396
2460,765,2.5,4.23364
2460,2369,3.5,4.357325
2460,2519,2.5,4.3700085
2460,2837,0.5,4.460426
2463,287,4.5,4.152714
2463,355,3.0,1.8491414
2463,1016,3.0,1.8070502
2463,1268,3.5,3.384602
2463,2776,4.5,2.8369358
2468,320,5.0,3.601736
2474,643,5.0,3.999752
2474,1925,5.0,4.0661564
2475,8,3.0,3.402154
2475,1480,3.5,3.5478592
2475,2024,3.5,3.6107898
2482,547,3.0,3.191208
2482,1426,3.0,3.3206065
2489,110,4.5,3.2533786
2489,113,4.0,3.4461012
2492,97,4.0,3.266458
2493,477,3.0,3.5324483
2493,1265,3.0,3.5387683
2502,2703,0.5,3.3688443
2504,2784,3.0,3.4850144
2510,140,5.0,3.839532
2512,668,3.5,4.1067977
2513,18,4.0,3.41531
2513,833,4.0,4.7756443
2514,1161,4.5,4.682885
2514,1335,3.0,4.8222456
2515,1078,5.0,4.6473866
2515,1848,5.0,4.5007133
2515,2805,5.0,3.713858
2516,448,4.0,3.3483014
2518,678,3.0,4.6457834
2518,859,5.0,4.67391
2518,919,3.5,4.55786
2518,1551,3.0,4.5965176
2518,2887,3.0,3.7366788
2518,2965,3.5,3.6064017
2520,1420,5.0,3.6773083
2520,2386,5.0,3.846067
2522,408,5.0,1.9593859
2522,1364,3.5,4.7810655
2525,304,4.0,4.59017
2527,72,4.0,3.9791317
2527,304,2.0,4.2267265
2527,401,4.5,4.3101535
2527,640,4.0,4.332122
2527,702,4.0,4.226139
2527,835,3.5,4.4661026
2527,836,4.0,3.8217463
2527,1446,3.5,3.754087
2527,1924,4.0,3.8072739
2528,1091,5.0,3.5837536
2528,2639,5.0,3.974583
2531,607,3.0,3.3534539
2531,2446,3.5,4.291875
2533,49,1.0,4.382
2535,1462,3.0,3.75721
2535,2176,4.0,3.8606586
2536,550,3.0,3.7583961
2536,1042,4.5,2.9952426
2538,428,3.0,2.91852
2538,2577,3.0,3.0286152
2538,2728,3.0,4.7252507
2539,737,0.5,4.7246165
2540,2295,5.0,4.745734
2542,219,3.5,4.80853
2542,1101,4.5,4.557473
2542,1386,3.0,4.464984
2542,2412,5.0,4.333025
2542,2627,3.5,4.458296
2543,1035,5.0,3.7093036
2547,361,0.5,3.421462
2547,564,0.5,4.419983
2547,980,3.0,4.2444954
2549,359,3.0,4.8433886
2549,639,4.0,4.8447714
2553,1812,5.0,4.878092
2557,2160,5.0,4.8907385
2559,431,4.0,3.0541928
2562,852,4.0,3.367607
2565,878,5.0,3.3607798
2565,2156,5.0,3.2382035
2571,380,4.0,3.4093776
2571,1192,3.0,3.542085
2571,1370,3.0,3.2870514
2571,2567,4.0,2.3595748
2572,622,0.5,3.661887
2575,574,5.0,3.866269
2580,2356,2.0,3.8309016
2584,85,4.5,3.658412
2584,2752,4.5,3.6710036
2588,591,4.0,3.5064507
2592,1323,1.5,3.603745
2592,2139,5.0,3.4379988
2593,100,1.0,3.3158379
2593,460,1.5,3.704218
2593,1104,5.0,4.209971
2593,1422,1.5,3.954217
2595,308,4.0,3.888282
2601,203,3.0,3.8739297
2602,914,4.5,3.8061948
2604,51,2.5,4.274708
2604,199,2.5,3.6261861
2604,300,3.5,3.122245
2604,837,2.0,3.239464
2604,1045,4.0,3.1790915
2604,1115,3.0,4.558975
2604,1287,2.5,4.6099763
2604,1527,3.0,4.941003
2604,2388,3.5,4.282649
2604,2389,2.5,4.171858
2604,2743,2.5,3.5985065
2606,230,3.5,2.595688
2606,1171,3.0,4.121724
2606,1743,2.5,3.6057873
2611,47,4.0,3.7511559
2611,145,3.0,3.7075734
2611,693,3.0,3.6835065
2611,702,2.0,3.1769242
2612,1950,4.0,3.0497997
2612,2124,2.5,2.9262357
2613,693,2.5,3.0929508
2613,1574,2.0,3.7980733
2613,2652,4.0,3.6801937
2614,210,4.5,3.5736868
2615,71,4.5,3.244605
2615,1370,4.0,3.0490966
2622,106,5.0,4.134904
2622,1539,3.0,4.2875476
2622,2339,5.0,4.1203623
2623,177,2.5,4.1528387
2623,939,2.5,4.180957
2623,1661,2.5,4.271801
2624,493,3.5,4.4172893
2628,524,1.0,4.4245787
2628,1049,3.5,3.8319364
2628,1052,2.5,3.4695709
2629,362,4.5,3.2966475
2629,1663,4.5,2.8085542
2629,1901,4.5,2.9657402
2630,81,4.0,3.330931
2631,298,2.5,3.390885
2635,260,3.0,3.5406382
2635,311,3.0,3.3142967
2635,2039,2.0,4.7664495
2637,93,3.0,4.6708183
2637,181,2.5,2.8837016
2638,2680,4.0,2.8671877
2648,1808,2.0,2.8922255
2650,276,3.0,4.6475077
2650,1168,3.5,4.309348
2654,63,3.0,4.8581386
2654,559,3.0,4.8855953
2657,1692,5.0,4.9172816
2658,1765,3.5,3.1116235
2660,506,5.0,3.1762407
2663,64,3.5,3.4445815
2666,539,4.0,2.9861302
2666,1973,4.5,3.2657924
2666,2334,4.5,3.2794752
2667,938,3.0,3.6079845
2667,1409,3.5,3.8146389
2668,55,3.5,3.6990938
2668,156,3.0,3.735752
2668,362,3.0,3.8620982
2668,485,3.5,3.7249818
2668,630,3.0,3.6653786
2668,713,4.0,4.002898
2668,820,4.0,4.0037975
2668,1590,3.0,3.779111
2668,1780,2.5,3.5714922
2668,2995,3.0,3.45326
2669,1202,5.0,3.7958724
2670,554,3.0,4.1125574
2671,94,4.5,3.8132782
2671,518,4.5,4.1865425
2671,701,4.5,3.847685
2671,876,4.5,3.8803778
2671,1519,5.0,3.9179332
2673,110,4.5,3.3587275
2674,985,4.0,3.320921
2676,83,4.5,3.5750885
2685,226,2.5,3.1781373
2689,7,3.5,3.9065223
2690,1083,2.0,3.9795513
2693,84,5.0,3.5351205
2693,423,5.0,4.256181
2695,1543,3.0,4.0388837
2695,1768,4.0,3.5950704
2697,468,2.5,3.991071
2697,2766,4.5,3.8438382
2702,2193,4.5,4.1806345
2710,1940,5.0,3.945717
2712,219,4.5,2.9051442
2718,489,5.0,2.8146458
2724,147,1.5,2.9151616
2724,543,2.5,4.725033
2726,385,3.5,4.125641
2727,89,1.0,4.2839
2727,503,1.0,4.075096
2727,600,1.0,3.9351988
2727,818,1.0,4.3448024
2731,17,3.0,4.3747997
2731,191,4.5,3.2138848
2731,482,4.0,3.336387
2731,560,5.0,3.3861732
2731,1974,3.0,3.2064986
2733,307,5.0,3.1516876
2734,33,3.0,3.4800055
2734,350,2.5,4.309433
2734,1002,2.5,4.3603544
2734,1511,3.5,3.250753
2735,484,3.0,3.029128
2735,1555,2.5,2.6602688
2738,457,5.0,3.2402978
2738,954,5.0,2.6972172
2742,10,4.0,3.2913427
2742,678,4.0,3.729979
2742,685,5.0,1.8317971
2742,846,3.0,1.7377431
2742,978,4.5,1.8455402
2742,2076,5.0,4.84853
2743,776,2.5,3.6622007
2746,986,1.5,3.6077905
2747,1745,3.0,3.6734443
2748,554,4.0,3.310375
2750,461,5.0,2.443038
2750,861,3.0,4.4534564
2754,701,3.0,4.2923517
2754,2392,5.0,3.4229517
2755,1504,3.5,3.5118642
2755,2734,5.0,3.4367652
2756,758,5.0,3.9292607
2756,2069,5.0,3.2344823
2757,118,4.0,3.8635814
2760,135,5.0,3.882312
2760,1179,5.0,3.5480313
2761,606,4.5,3.755632
2761,777,5.0,3.5339355
2761,851,5.0,3.6430924
2763,370,3.0,3.499941
2770,473,4.5,3.43471
2782,275,5.0,3.5248606
2782,1003,3.5,4.4248238
2782,1357,4.0,4.4653473
2786,8,5.0,2.9541206
2786,50,5.0,3.861836
2786,1477,5.0,3.688186
2799,736,4.0,3.7041621
2799,1828,4.0,4.167468
2802,751,5.0,2.5606928
2802,1048,5.0,2.7323499
2802,1608,5.0,4.3718166
2807,118,2.5,4.387415
2813,85,5.0,4.3643503
2813,511,5.0,4.472226
2813,806,4.0,3.2943559
2815,973,4.0,3.6242511
2820,130,4.5,3.3361018
2823,399,4.0,3.3160908
2826,1477,4.5,3.6594982
2826,1966,3.0,3.7597117
2828,144,3.5,3.693106
2828,528,3.5,3.6214647
2828,648,4.5,4.030509
2828,705,4.0,3.8514416
2828,784,3.0,4.0608587
2828,797,4.5,3.3506074
2828,1267,5.0,3.634825
2828,1875,3.5,3.5573924
2828,2344,3.5,3.6356194
2828,2720,5.0,3.2396927
2828,2916,3.5,3.1070693
2829,424,3.5,3.1197789
2829,746,2.5,3.1812139
2829,1495,5.0,3.6841288
2833,1317,3.5,3.453835
2839,318,3.5,3.8559506
2839,558,4.5,3.579884
2841,201,2.0,3.2177708
2842,192,4.0,4.170089
2842,2015,4.5,4.2097397
2842,2460,4.0,3.2475986
2844,1603,4.5,3.321712
2848,869,3.0,3.0819983
2851,604,5.0,3.3082523
2851,977,5.0,3.046664
2851,1332,5.0,3.5339437
2851,1529,5.0,3.1003911
2852,95,4.0,3.121266
2852,280,4.5,4.8081512
2852,1761,2.0,3.3419242
2852,2356,4.5,3.9805076
2853,606,4.5,3.716264
2853,2089,4.5,3.9508185
2856,1458,4.0,4.0403914
2860,574,2.5,3.7452984
2865,1187,3.5,4.0325246
2865,2061,4.0,3.9201884
2868,98,5.0,4.249627
2868,417,5.0,4.3050766
2872,359,4.0,3.5838401
2883,342,5.0,3.6921606
2883,2410,4.5,3.9896367
2884,2344,4.0,3.7920284
2885,339,4.0,3.1366866
2886,1054,3.5,2.8753638
2888,147,2.5,2.8989658
2890,181,3.5,2.9244752
2892,390,5.0,3.0258222
2892,2803,5.0,2.9484751
2893,688,4.0,3.264151
2898,147,3.5,3.7120445
2899,417,4.5,4.7777004
2906,1158,3.0,4.8673286
2918,173,5.0,4.8061914
2921,1350,4.5,3.8149118
2924,425,0.5,2.7537506
2924,622,2.5,3.1567464
2931,2230,4.5,2.927517
2932,1169,3.5,2.9911287
2933,1114,3.5,3.3814993
2938,1773,3.0,4.1627073
2940,121,4.5,3.4882424
2942,302,3.0,4.2682133
2942,758,4.5,2.6538968
2943,2825,1.5,2.7095609
2944,2472,4.0,2.5381536
2948,1368,4.5,2.5900059
2948,2051,3.5,2.5933049
2948,2200,2.0,2.5518
2949,949,4.5,2.5724888
2953,171,5.0,2.697013
2953,339,4.0,2.5426388
2953,2704,1.0,2.5335598
2954,210,3.5,2.5747437
2955,1965,4.5,2.575344
2959,298,3.5,2.5630193
2959,427,0.5,4.4540167
2959,1109,1.5,4.098484
2959,1678,1.5,3.8628483
2961,715,5.0,3.4641156
2964,204,5.0,3.6246116
2964,1302,5.0,4.198555
2967,253,4.0,3.9704502
2967,878,3.0,3.899201
2967,1635,1.5,4.9263144
2969,442,1.0,4.914102
2969,1007,1.5,4.9096527
2969,2169,2.0,4.887697
2971,267,3.5,3.263866
2971,2018,3.5,3.1536272
2975,192,4.5,3.1638536
2975,701,2.0,4.0061264
2975,792,3.5,3.1016133
2977,253,2.5,3.2244658
2977,436,4.0,3.1514342
2977,1234,4.5,3.7256322
2977,1883,4.0,3.6038415
2977,2121,5.0,4.6778674
2978,1105,4.5,3.9218163
2981,131,5.0,3.7120535
2984,758,4.0,3.77424
2984,1532,5.0,3.6321173
2988,265,3.0,2.1778808
2988,397,1.0,3.9896832
2988,897,2.5,4.1033545
2988,1149,1.0,3.9696403
2988,2608,4.0,3.9971933
2990,1706,5.0,4.0638146
2990,2110,5.0,4.2302976
2991,2197,4.0,4.095636
2994,157,4.5,2.9099689
2994,548,4.5,3.070621
2994,866,3.5,4.347693
2994,1667,4.5,4.476155
2995,80,4.5,4.26861
2995,179,1.5,4.341758
2995,1666,2.5,3.8483977
